Date,Open,High,Low,Close,Adj Close,Volume
2021-05-31,9224.200195,9226.099609,9148.900391,9148.900391,9148.900391,102386400
2021-06-01,9167.299805,9226.799805,9137.200195,9189.700195,9189.700195,143121400
2021-06-02,9198.299805,9216.000000,9152.000000,9180.700195,9180.700195,137506400
2021-06-03,9179.799805,9189.400391,9086.599609,9142.400391,9142.400391,164216700
2021-06-04,9144.500000,9158.799805,9071.200195,9088.299805,9088.299805,131208100
2021-06-07,9076.099609,9175.900391,9042.000000,9163.599609,9163.599609,129664800
2021-06-08,9159.599609,9204.799805,9110.599609,9153.599609,9153.599609,144263700
2021-06-09,9157.200195,9185.000000,9128.799805,9156.099609,9156.099609,124744700
2021-06-10,9190.799805,9205.099609,9113.099609,9133.799805,9133.799805,154773800
2021-06-11,9144.000000,9211.799805,9131.099609,9205.000000,9205.000000,107059800
2021-06-14,9238.700195,9302.700195,9233.000000,9281.099609,9281.099609,135889000
2021-06-15,9310.799805,9310.799805,9220.700195,9230.700195,9230.700195,119439700
2021-06-16,9266.299805,9274.599609,9201.000000,9202.200195,9202.200195,161804400
2021-06-17,9178.799805,9272.000000,9170.700195,9195.900391,9195.900391,203696100
2021-06-18,9166.299805,9185.400391,8976.400391,9030.599609,9030.599609,452775400
2021-06-21,8970.099609,9063.200195,8906.000000,9051.700195,9051.700195,167378300
2021-06-22,9073.700195,9073.700195,8998.799805,9053.299805,9053.299805,137668000
2021-06-23,9072.200195,9092.700195,8954.099609,8954.099609,8954.099609,112812200
2021-06-24,9015.400391,9098.099609,8985.099609,9074.099609,9074.099609,130938500
2021-06-25,9101.000000,9107.200195,9034.599609,9095.000000,9095.000000,130343900
2021-06-28,9075.500000,9083.500000,8913.700195,8913.700195,8913.700195,152784500
2021-06-29,8897.400391,8957.599609,8884.799805,8915.099609,8915.099609,142239100
2021-06-30,8892.700195,8903.700195,8765.299805,8821.200195,8821.200195,190176400
2021-07-01,8862.299805,8957.799805,8862.200195,8932.299805,8932.299805,122723600
2021-07-02,8951.700195,8968.099609,8873.599609,8907.599609,8907.599609,115691700
2021-07-05,8900.500000,8965.500000,8862.400391,8946.400391,8946.400391,100801100
2021-07-06,8924.099609,8959.900391,8837.200195,8860.799805,8860.799805,152719800
2021-07-07,8877.900391,8904.500000,8826.000000,8854.500000,8854.500000,149997700
2021-07-08,8768.099609,8772.900391,8597.799805,8650.099609,8650.099609,201968800
2021-07-09,8680.799805,8780.700195,8654.500000,8776.599609,8776.599609,141622900
2021-07-12,8791.900391,8822.000000,8696.799805,8816.700195,8816.700195,103461800
2021-07-13,8824.299805,8832.200195,8676.700195,8694.799805,8694.799805,133852800
2021-07-14,8674.700195,8712.000000,8625.599609,8658.299805,8658.299805,120506000
2021-07-15,8626.400391,8626.400391,8507.400391,8527.000000,8527.000000,131271100
2021-07-16,8546.599609,8607.400391,8423.099609,8506.200195,8506.200195,147772600
2021-07-19,8450.900391,8455.200195,8252.200195,8301.700195,8301.700195,212387300
2021-07-20,8337.799805,8384.799805,8265.599609,8358.000000,8358.000000,155554100
2021-07-21,8390.900391,8585.400391,8384.299805,8567.000000,8567.000000,160923000
2021-07-22,8604.099609,8683.700195,8601.500000,8621.799805,8621.799805,140853100
2021-07-23,8657.400391,8757.500000,8652.099609,8717.200195,8717.200195,123289800
2021-07-26,8655.099609,8786.700195,8630.700195,8775.200195,8775.200195,136517300
2021-07-27,8723.700195,8768.500000,8651.700195,8699.200195,8699.200195,131607900
2021-07-28,8716.900391,8774.599609,8691.799805,8733.700195,8733.700195,153261800
2021-07-29,8765.099609,8840.700195,8753.799805,8786.299805,8786.299805,188717200
2021-07-30,8737.500000,8753.500000,8665.700195,8675.700195,8675.700195,203148300
2021-08-02,8723.299805,8815.200195,8723.299805,8758.700195,8758.700195,140846000
2021-08-03,8780.200195,8824.200195,8735.599609,8772.799805,8772.799805,131903900
2021-08-04,8806.599609,8806.599609,8735.400391,8792.900391,8792.900391,117417500
2021-08-05,8780.000000,8842.299805,8747.400391,8836.500000,8836.500000,108944800
2021-08-06,8839.900391,8892.599609,8796.799805,8879.000000,8879.000000,139018600
2021-08-09,8870.200195,8893.700195,8843.599609,8865.900391,8865.900391,102353900
2021-08-10,8867.599609,8903.200195,8842.400391,8899.000000,8899.000000,106389600
2021-08-11,8915.900391,8981.500000,8911.900391,8975.799805,8975.799805,112210300
2021-08-12,8974.099609,8999.599609,8961.500000,8979.400391,8979.400391,98153900
2021-08-13,8987.900391,9015.700195,8978.099609,8999.799805,8999.799805,90564900
2021-08-16,8933.700195,8979.900391,8900.200195,8926.599609,8926.599609,96313400
2021-08-17,8872.400391,8880.200195,8833.299805,8865.700195,8865.700195,128850900
2021-08-18,8852.700195,8978.299805,8845.900391,8970.200195,8970.200195,112288100
